286.81	A2
286.91	F4
287.00	G2
287.09	A2
287.18	G2
287.46	F3
287.65	A3
287.74	A#5
287.93	A5
288.02	A#5
288.11	A4
288.21	G#3
288.30	C2
288.39	D#5
288.48	D3
288.58	A#3
288.67	A3
288.86	A2
289.32	G2
289.41	D3
289.51	G2
289.60	D3
289.79	D#5
289.88	C3
290.06	D#5
290.16	D2
290.53	C2
290.71	C3
290.81	A#2
290.90	D2
290.99	C2
291.27	C#3
291.36	D2
291.46	C#3
291.55	G#4
291.64	C#3
291.83	G2
292.11	F2
292.20	D2
292.39	A#3
292.57	C#4
292.66	A#3
292.76	G#4
292.85	D2
292.94	A#3
293.04	D2
293.13	F5
293.22	A3
293.41	D3
293.50	A3
293.59	G#3
293.69	D3
293.78	F2
294.15	G2
294.24	C#4
294.34	D4
294.43	D#4
294.71	D2
294.80	G2
294.99	D#4
295.08	D#5
295.17	D5
295.26	G#5
295.45	G#3
295.54	G5
295.64	G#5
295.73	C4
295.92	G2
296.01	A2
296.10	C4
296.29	A3
296.47	D3
296.57	G#4
296.66	D#5
296.75	A2
296.94	F3
297.12	A5
297.22	D#4
297.31	G#3
297.40	A5
297.49	F#5
297.59	C5
297.68	F3
297.77	D2
297.87	G#5
297.96	A#5
298.05	B3
298.52	C2
298.89	C#3
298.98	G#3
299.17	A3
299.26	G#3
299.35	G2
299.72	D2
299.82	F3
299.91	E3
300.00	D2
300.09	A3
300.28	A#3
300.37	A2
300.47	D2
300.56	A#2
300.65	D2
300.84	A2
300.93	D2
301.12	G#3
301.21	D2
301.30	A3
301.40	F2
301.58	G2
301.67	C#3
301.86	C4
302.05	G#3
302.14	A3
302.23	F5
302.32	F2
302.42	G2
302.79	F2
302.88	G2
303.25	A#5
303.44	G4
303.53	G#5
303.81	A4
304.00	A#4
304.18	A2
304.27	G#5
304.46	A2
304.74	F#5
304.92	C2
305.02	A2
305.39	A#5
305.48	D2
305.76	A4
305.85	D2
306.04	F2
306.13	G#5
306.22	D2
306.41	A2
306.50	F2
306.60	F#5
306.69	F2
306.78	A5
306.87	G#3
306.97	F2
307.15	F4
307.25	D2
307.62	G#4
307.71	F4
307.80	G#3
307.99	D2
308.45	A#2
308.64	D2
308.73	A3
308.83	D2
309.01	F2
309.20	D2
309.29	C4
310.31	G2
310.96	C#5
311.05	D5
311.15	D2
311.24	A2
311.33	A5
311.52	G#5
311.61	G#3
311.70	A4
311.80	D2
311.89	G#5
312.17	A2
312.35	C2
312.45	A2
312.91	A5
313.10	C2
313.28	A#5
313.38	B3
313.47	A5
313.84	C2
314.12	D2
314.21	G5
314.31	G#5
314.40	G5
314.49	G#5
314.58	G2
314.96	A5
315.14	D2
315.33	C5
315.51	D#4
315.61	A2
315.70	G#5
315.79	D2
316.35	A#5
316.44	G#4
316.53	A#5
316.72	F2
317.00	A#5
317.09	G2
317.18	A#5
317.37	G#3
317.56	D2
317.65	G2
318.02	F2
318.21	G2
318.30	A5
318.39	F#3
318.48	F#5
318.58	D#4
318.67	G2
318.76	D2
318.86	B5
318.95	A2
319.14	F#4
319.23	G#3
319.32	D#4
319.41	G4
319.51	G2
319.60	A2
320.25	G#3
320.44	G2
320.71	C2
320.99	B3
321.18	G#3
321.27	C2
321.36	D2
321.46	G#5
321.55	C3
321.64	C#3
321.74	C2
321.92	A4
322.01	A#5
322.11	D2
322.20	G2
322.39	A4
322.48	G#4
322.57	D2
322.66	A5
322.76	D2
322.94	G4
323.04	F#4
323.22	A4
323.31	D2
323.41	A5
323.50	D2
323.69	B5
323.78	A#2
323.87	B5
324.06	A#5
324.15	D2
324.24	F2
324.61	G2
324.99	G#3
325.08	D3
325.17	C2
325.27	G2
325.64	F2
325.82	G2
326.10	A#5
326.19	G2
326.29	G4
326.38	G#5
326.47	A2
326.84	A4
327.03	G#4
327.12	A5
327.22	G#5
327.31	A2
327.77	F#5
327.87	G#3
328.14	D#4
328.24	G#4
328.33	C2
328.52	D2
328.61	C2
328.89	D2
328.98	A#2
329.17	C2
329.26	A2
329.54	G2
329.63	G#5
329.82	D2
329.91	G2
330.09	A#2
330.19	D2
330.37	G#5
330.47	A#5
330.56	G#5
330.75	D2
331.58	A#3
331.67	D2
331.77	F2
332.05	G2
332.14	D#5
332.23	G#5
332.32	G#4
332.42	G#3
332.51	A5
332.60	G2
333.07	F2
333.16	A#4
333.25	G2
333.62	D2
333.81	B5
334.00	D#4
334.37	A#5
334.46	D#4
335.76	D2
335.85	A#5
335.95	A#2
336.13	A#3
336.88	D2
337.15	C2
337.43	F#3
337.53	A5
337.62	F#3
337.80	A#5
337.99	F#3
338.18	A5
338.27	D2
338.45	A#2
338.73	D#5
338.83	D2
339.01	A#5
339.20	D2
339.48	A#5
339.57	D#4
339.66	A#5
339.75	D2
339.94	D#4
340.13	D2
340.22	A#5
340.31	D2
340.40	A#2
340.50	D2
340.87	A#5
340.96	D#4
341.43	G2
341.52	C#5
341.70	D#4
341.98	C#5
342.17	G#3
342.26	C#5
342.36	D#4
342.63	C4
342.82	C#5
342.91	C#4
343.01	C#5
343.10	D#4
343.28	A#4
343.66	D#5
343.75	A#4
344.12	G2
344.21	D#4
345.05	G4
345.14	D#4
345.70	G4
346.72	D3
346.81	D4
347.18	D3
347.28	F#4
347.37	D3
347.46	F#4
347.56	D4
347.65	F#4
349.41	D4
349.51	F#4
349.60	D4
349.88	G4
349.97	D#4
350.44	G4
352.01	D#4
